year,discipline
1988,Economics
1988,Medicine
1988,Economics
1988,Physics
1988,PolScience
1988,ComputerScience
1988,Physics
1988,Medicine
1988,Literature
1988,Medicine
1988,Physics
1988,Medicine
1988,PolScience
1988,Medicine
1988,Economics
1988,PolScience
1988,Economics
1988,Economics
1988,Physics
1988,Physics
1988,Physics
1988,Medicine
1988,Biology
1988,Physics
1988,PolScience
1988,Biology
1988,ComputerScience
1988,Medicine
1988,Physics
1988,Physics
1988,ComputerScience
1988,Physics
1988,Medicine
1988,Economics
1988,PolScience
1988,Literature
1988,Medicine
1988,Physics
1988,ComputerScience
1988,Medicine
1988,ComputerScience
1988,ComputerScience
1988,Literature
1988,Medicine
1988,ComputerScience
1988,Medicine
1988,Medicine
1988,Medicine
1989,Physics
1989,Physics
1989,Physics
1989,PolScience
1989,Medicine
1989,Physics
1989,Medicine
1989,Physics
1989,Physics
1989,Medicine
1989,PolScience
1989,Physics
1989,Medicine
1989,Physics
1989,Medicine
1989,Biology
1989,ComputerScience
1989,PolScience
1989,Medicine
1989,Economics
1989,Economics
1989,Medicine
1989,Physics
1989,Medicine
1989,Medicine
1989,Literature
1989,Physics
1989,ComputerScience
1989,Medicine
1989,Physics
1989,ComputerScience
1989,PolScience
1989,Economics
1989,Physics
1989,Medicine
1989,Economics
1989,Medicine
1989,Physics
1989,Physics
1989,Economics
1989,PolScience
1989,PolScience
1989,ComputerScience
1989,Physics
1989,Medicine
1989,Economics
1989,ComputerScience
1989,Economics
1989,Biology
1989,Physics
1989,Physics
1989,Physics
1989,Economics
1989,Physics
1989,Physics
1989,PolScience
1989,Physics
1989,Medicine
1989,PolScience
1989,Medicine
1989,Economics
1989,Economics
1989,Physics
1989,PolScience
1989,Medicine
1989,PolScience
1989,Medicine
1989,Physics
1989,Medicine
1989,PolScience
1989,Medicine
1989,Physics
1989,Physics
1989,PolScience
1989,Medicine
1989,Physics
1989,Literature
1989,PolScience
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,Economics
1989,Economics
1989,Economics
1989,Economics
1989,Physics
1989,Literature
1989,Medicine
1989,Medicine
1989,Physics
1989,Economics
1989,Physics
1989,Medicine
1989,PolScience
1989,Biology
1989,PolScience
1989,Medicine
1989,Physics
1989,Physics
1989,Economics
1989,Economics
1989,Physics
1989,ComputerScience
1989,Medicine
1989,Physics
1989,PolScience
1989,Medicine
1989,PolScience
1989,ComputerScience
1989,PolScience
1989,Physics
1989,Physics
1989,ComputerScience
1989,Medicine
1989,ComputerScience
1989,PolScience
1989,Physics
1989,Biology
1989,Medicine
1989,PolScience
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,PolScience
1989,Physics
1989,Medicine
1989,Economics
1989,Physics
1989,Medicine
1989,Physics
1989,PolScience
1989,Physics
1989,Physics
1989,Medicine
1989,Physics
1989,Physics
1989,PolScience
1989,Biology
1989,Biology
1989,Biology
1989,Physics
1989,ComputerScience
1989,Economics
1989,PolScience
1989,Biology
1989,Economics
1989,Economics
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,Literature
1989,Economics
1989,Physics
1989,Economics
1989,Economics
1989,Medicine
1989,PolScience
1989,Economics
1989,PolScience
1989,PolScience
1989,Biology
1989,Physics
1989,Economics
1989,PolScience
1989,Biology
1989,Literature
1989,PolScience
1989,Economics
1989,Physics
1989,Medicine
1989,Physics
1989,ComputerScience
1989,Physics
1989,ComputerScience
1989,ComputerScience
1989,Economics
1989,Physics
1989,Literature
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,PolScience
1989,Physics
1989,Medicine
1989,Economics
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,Physics
1989,ComputerScience
1989,Economics
1989,PolScience
1989,PolScience
1989,Physics
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,Biology
1989,Economics
1989,Biology
1989,PolScience
1989,Medicine
1989,Economics
1989,PolScience
1989,Literature
1989,Physics
1989,Medicine
1989,PolScience
1989,Physics
1989,Economics
1989,Literature
1989,ComputerScience
1989,PolScience
1989,Physics
1989,PolScience
1989,PolScience
1989,PolScience
1989,Physics
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,ComputerScience
1989,Physics
1989,Physics
1989,Physics
1989,PolScience
1989,PolScience
1989,Biology
1989,Physics
1989,Biology
1989,ComputerScience
1989,PolScience
1989,Medicine
1989,Physics
1989,Medicine
1989,Physics
1989,Literature
1989,ComputerScience
1989,Medicine
1989,ComputerScience
1989,PolScience
1989,Medicine
1989,Physics
1989,PolScience
1989,Physics
1989,Medicine
1989,Physics
1989,Biology
1989,Physics
1989,PolScience
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,ComputerScience
1989,Economics
1989,Biology
1989,Physics
1989,PolScience
1989,ComputerScience
1989,Economics
1989,ComputerScience
1989,Economics
1989,Physics
1989,Physics
1989,PolScience
1989,Physics
1989,Biology
1989,ComputerScience
1989,Literature
1989,Biology
1989,ComputerScience
1989,Medicine
1989,Biology
1989,ComputerScience
1989,ComputerScience
1989,Physics
1989,Medicine
1989,Medicine
1989,Literature
1989,Medicine
1989,ComputerScience
1989,Physics
1989,ComputerScience
1989,PolScience
1989,Physics
1989,PolScience
1989,Medicine
1989,Physics
1989,ComputerScience
1989,Economics
1989,Medicine
1989,Economics
1989,Literature
1989,PolScience
1989,Economics
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,Physics
1989,Medicine
1989,Medicine
1989,Physics
1989,Literature
1989,Economics
1989,Physics
1989,PolScience
1989,ComputerScience
1989,PolScience
1989,Medicine
1989,Literature
1989,Physics
1989,Economics
1989,Medicine
1989,Physics
1989,Medicine
1989,PolScience
1989,Medicine
1989,Physics
1989,Medicine
1989,Economics
1989,Medicine
1989,Physics
1989,Biology
1989,Medicine
1989,Economics
1989,Physics
1989,Biology
1989,Physics
1989,Economics
1989,Medicine
1989,Economics
1989,Physics
1989,PolScience
1989,ComputerScience
1989,PolScience
1989,Economics
1989,Medicine
1989,Biology
1989,Medicine
1989,Medicine
1989,Medicine
1989,PolScience
1989,Economics
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,Physics
1989,Economics
1989,Physics
1989,Medicine
1989,Economics
1989,Physics
1989,Economics
1989,PolScience
1989,ComputerScience
1989,Physics
1989,Physics
1989,Economics
1989,Medicine
1989,Physics
1989,Economics
1989,Medicine
1989,Medicine
1989,Biology
1989,PolScience
1989,Literature
1989,Medicine
1989,Physics
1989,Literature
1989,PolScience
1989,Medicine
1989,PolScience
1989,Biology
1989,PolScience
1989,PolScience
1989,Physics
1989,Physics
1989,Physics
1989,Economics
1989,Economics
1989,Economics
1989,Medicine
1989,Medicine
1989,Physics
1989,PolScience
1989,PolScience
1989,Physics
1989,ComputerScience
1989,Physics
1989,PolScience
1989,PolScience
1989,Economics
1989,Economics
1989,Economics
1989,Medicine
1989,Physics
1989,PolScience
1989,PolScience
1989,Physics
1989,Economics
1989,Physics
1989,Physics
1989,Physics
1989,Physics
1989,PolScience
1989,Physics
1989,Medicine
1989,Economics
1989,PolScience
1989,Physics
1989,Medicine
1989,Physics
1989,Economics
1989,Physics
1989,Medicine
1989,Physics
1989,Economics
1989,Medicine
1989,ComputerScience
1989,Physics
1989,Biology
1989,PolScience
1989,ComputerScience
1989,Medicine
1989,Physics
1989,PolScience
1989,Medicine
1989,PolScience
1989,Physics
1989,PolScience
1989,PolScience
1989,Biology
1989,PolScience
1989,ComputerScience
1989,Medicine
1989,Economics
1989,Medicine
1989,ComputerScience
1989,Biology
1989,PolScience
1989,Biology
1989,Biology
1989,Economics
1989,Physics
1989,Biology
1989,Physics
1989,Biology
1989,PolScience
1989,PolScience
1989,Physics
1989,PolScience
1989,Medicine
1989,Economics
1989,Physics
1989,Medicine
1989,Literature
1989,Economics
1989,Biology
1989,Medicine
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,Biology
1989,Economics
1989,PolScience
1989,Economics
1989,Medicine
1989,Biology
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,ComputerScience
1989,Biology
1989,Medicine
1989,ComputerScience
1989,Biology
1989,PolScience
1989,Medicine
1989,Economics
1989,ComputerScience
1989,Medicine
1989,Biology
1989,Physics
1989,Economics
1989,Physics
1989,Medicine
1989,Economics
1989,Economics
1989,Physics
1989,Physics
1989,Physics
1989,PolScience
1989,PolScience
1989,Medicine
1989,Physics
1989,PolScience
1989,Medicine
1989,PolScience
1989,Physics
1989,Medicine
1989,Physics
1989,Economics
1989,Economics
1989,Medicine
1989,Physics
1989,ComputerScience
1989,Physics
1989,Physics
1989,Biology
1989,Physics
1989,Economics
1989,ComputerScience
1989,Physics
1989,Medicine
1989,Biology
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,PolScience
1989,ComputerScience
1989,Physics
1989,Physics
1989,ComputerScience
1989,Biology
1989,Physics
1989,Physics
1989,PolScience
1989,Economics
1989,Physics
1989,Medicine
1989,Economics
1989,Medicine
1989,Medicine
1989,Economics
1989,Medicine
1989,Physics
1989,ComputerScience
1989,Biology
1989,PolScience
1989,PolScience
1989,Medicine
1989,ComputerScience
1989,Literature
1989,PolScience
1989,Physics
1989,PolScience
1989,Medicine
1989,Medicine
1989,Physics
1989,Economics
1989,Physics
1989,PolScience
1989,ComputerScience
1989,ComputerScience
1989,Economics
1989,Medicine
1989,PolScience
1989,Biology
1989,Medicine
1989,PolScience
1989,Medicine
1989,PolScience
1989,Medicine
1989,Physics
1989,PolScience
1989,Physics
1989,Physics
1989,Physics
1989,ComputerScience
1989,Economics
1989,PolScience
1989,Medicine
1989,Medicine
1989,Physics
1989,Physics
1989,Physics
1989,Biology
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,Economics
1989,Physics
1989,Economics
1989,Physics
1989,ComputerScience
1989,ComputerScience
1989,Physics
1989,Economics
1989,Economics
1989,Economics
1989,Physics
1989,Medicine
1989,Physics
1989,Physics
1989,ComputerScience
1989,ComputerScience
1989,Physics
1989,PolScience
1989,PolScience
1989,Medicine
1989,Economics
1989,Physics
1989,Physics
1989,ComputerScience
1989,Medicine
1989,Economics
1989,Economics
1989,Biology
1989,PolScience
1989,Economics
1989,Economics
1989,Economics
1989,Biology
1989,PolScience
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,ComputerScience
1989,Physics
1989,PolScience
1989,Biology
1989,Medicine
1989,ComputerScience
1989,PolScience
1989,PolScience
1989,Physics
1989,Medicine
1989,Medicine
1989,Physics
1989,ComputerScience
1989,Biology
1989,Literature
1989,Economics
1989,Medicine
1989,Physics
1989,PolScience
1989,Physics
1989,Economics
1989,Medicine
1989,Medicine
1989,Physics
1989,Medicine
1989,Medicine
1989,Biology
1989,Medicine
1989,Physics
1989,Physics
1989,Medicine
1989,PolScience
1989,Physics
1989,PolScience
1989,Biology
1989,PolScience
1989,Medicine
1989,Physics
1989,Medicine
1989,Biology
1989,Biology
1989,PolScience
1989,ComputerScience
1989,PolScience
1989,Medicine
1989,Medicine
1989,Physics
1989,Physics
1989,Biology
1989,ComputerScience
1989,Physics
1989,Economics
1989,Economics
1989,Medicine
1989,PolScience
1989,Medicine
1989,Physics
1989,Physics
1989,Biology
1989,Economics
1989,Medicine
1989,Medicine
1989,Biology
1989,Medicine
1989,Physics
1989,ComputerScience
1989,Physics
1989,ComputerScience
1989,Physics
1989,Biology
1989,Physics
1989,Medicine
1989,Physics
1989,Medicine
1989,Medicine
1989,Medicine
1989,Physics
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,Biology
1989,Medicine
1989,Physics
1989,PolScience
1989,Economics
1989,PolScience
1989,Physics
1989,Economics
1989,ComputerScience
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,Physics
1989,Economics
1989,Medicine
1989,Physics
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,Physics
1989,Biology
1989,Physics
1989,Physics
1989,PolScience
1989,Economics
1989,Economics
1989,Physics
1989,Physics
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,Physics
1989,ComputerScience
1989,Medicine
1989,Physics
1989,Economics
1989,PolScience
1989,PolScience
1989,PolScience
1989,Medicine
1989,PolScience
1989,Physics
1989,Physics
1989,Medicine
1989,Physics
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,Economics
1989,PolScience
1989,Physics
1989,Medicine
1989,PolScience
1989,PolScience
1989,Economics
1989,Literature
1989,Physics
1989,Economics
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,PolScience
1989,PolScience
1989,Medicine
1989,Physics
1989,PolScience
1989,Medicine
1989,Medicine
1989,Economics
1989,Medicine
1989,Biology
1989,ComputerScience
1989,PolScience
1989,ComputerScience
1989,Biology
1989,Biology
1989,PolScience
1989,Economics
1989,Physics
1989,Economics
1989,PolScience
1989,Economics
1989,Physics
1989,ComputerScience
1989,Literature
1989,Medicine
1989,Economics
1989,Biology
1989,Medicine
1989,ComputerScience
1989,PolScience
1989,PolScience
1989,PolScience
1989,Economics
1989,ComputerScience
1989,Economics
1989,Medicine
1989,Physics
1989,Biology
1989,Medicine
1989,PolScience
1989,Economics
1989,Physics
1989,Medicine
1989,Economics
1989,Biology
1989,Medicine
1989,Biology
1989,ComputerScience
1989,PolScience
1989,PolScience
1989,PolScience
1989,Physics
1989,Medicine
1989,Economics
1989,PolScience
1989,Physics
1989,ComputerScience
1989,Biology
1989,Medicine
1989,Medicine
1989,Medicine
1989,Biology
1989,Medicine
1989,Physics
1989,PolScience
1989,Economics
1989,Medicine
1989,Economics
1989,Medicine
1989,Economics
1989,Physics
1989,Physics
1989,PolScience
1989,Medicine
1989,Medicine
1989,ComputerScience
1989,PolScience
1989,Economics
1989,Economics
1989,Physics
1989,Physics
1989,Physics
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,Physics
1989,ComputerScience
1989,ComputerScience
1989,Economics
1989,Medicine
1989,Economics
1989,PolScience
1989,Physics
1989,PolScience
1989,Physics
1989,Biology
1989,Literature
1989,Medicine
1989,ComputerScience
1989,Biology
1989,PolScience
1989,Physics
1989,Biology
1989,ComputerScience
1989,PolScience
1989,PolScience
1989,Physics
1989,Medicine
1989,PolScience
1989,Biology
1989,Biology
1989,Medicine
1989,Economics
1989,Biology
1989,PolScience
1989,PolScience
1989,Physics
1989,Medicine
1989,PolScience
1989,Medicine
1989,Medicine
1989,Medicine
1989,Physics
1989,Economics
1989,Medicine
1989,PolScience
1989,PolScience
1989,Medicine
1989,Medicine
1989,Economics
1989,Medicine
1989,Biology
1989,ComputerScience
1989,Literature
1989,Medicine
1989,Physics
1989,Literature
1989,Physics
1989,ComputerScience
1989,PolScience
1989,PolScience
1989,PolScience
1989,Biology
1989,Economics
1989,Physics
1989,Medicine
1989,Physics
1989,Physics
1989,Medicine
1989,Economics
1989,Physics
1989,Economics
1989,Medicine
1989,Physics
1989,Physics
1989,Economics
1989,PolScience
1989,Physics
1989,Physics
1989,PolScience
1989,Physics
1989,Medicine
1989,Economics
1989,PolScience
1989,ComputerScience
1989,PolScience
1989,Physics
1989,Medicine
1989,ComputerScience
1989,Physics
1989,PolScience
1989,Biology
1989,Physics
1989,Physics
1989,PolScience
1989,Literature
1989,Medicine
1989,Physics
1989,PolScience
1989,Physics
1989,Economics
1989,Economics
1989,Physics
1989,ComputerScience
1989,ComputerScience
1989,Medicine
1989,Physics
1989,ComputerScience
1989,Physics
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,Biology
1989,Physics
1989,Medicine
1989,Physics
1989,PolScience
1989,PolScience
1989,Economics
1989,Economics
1989,Medicine
1989,Physics
1989,Biology
1989,Physics
1989,PolScience
1989,PolScience
1989,Economics
1989,Economics
1989,Physics
1989,Medicine
1989,Economics
1989,PolScience
1989,PolScience
1989,Physics
1989,Physics
1989,Biology
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,Medicine
1989,PolScience
1989,PolScience
1989,Physics
1989,Medicine
1989,Economics
1989,Economics
1989,Physics
1989,ComputerScience
1989,Economics
1989,Economics
1989,Medicine
1989,Literature
1989,Biology
1989,PolScience
1989,ComputerScience
1989,PolScience
1989,Economics
1989,ComputerScience
1989,PolScience
1989,Medicine
1989,Medicine
1989,PolScience
1989,Medicine
1989,Literature
1989,ComputerScience
1989,Physics
1989,Literature
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,Literature
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,Literature
1989,Biology
1989,ComputerScience
1989,Physics
1989,Physics
1989,Physics
1989,Physics
1989,Biology
1989,ComputerScience
1989,Medicine
1989,Physics
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,Medicine
1989,Economics
1989,Biology
1989,Economics
1989,Physics
1989,Economics
1989,ComputerScience
1989,Economics
1989,Physics
1989,Physics
1989,Economics
1989,Biology
1989,Medicine
1989,Physics
1989,PolScience
1989,Medicine
1989,Physics
1989,Physics
1989,Physics
1989,ComputerScience
1989,Medicine
1989,Economics
1989,Economics
1989,PolScience
1989,Biology
1989,Medicine
1989,PolScience
1989,PolScience
1989,PolScience
1989,Physics
1989,Medicine
1989,PolScience
1989,PolScience
1989,PolScience
1989,Physics
1989,ComputerScience
1989,PolScience
1989,PolScience
1989,Economics
1989,PolScience
1989,PolScience
1989,PolScience
1989,Physics
1989,Biology
1989,Physics
1989,Physics
1989,Biology
1989,Economics
1989,Economics
1989,Physics
1989,PolScience
1989,Literature
1989,PolScience
1989,Physics
1989,Physics
1989,Biology
1989,Physics
1989,PolScience
1989,PolScience
1989,Economics
1989,Physics
1989,Biology
1989,Medicine
1989,PolScience
1989,PolScience
1989,Medicine
1989,Biology
1989,Biology
1989,Medicine
1989,Economics
1989,Medicine
1989,ComputerScience
1989,PolScience
1989,Biology
1989,Medicine
1989,Literature
1989,Physics
1989,Economics
1989,Economics
1989,PolScience
1989,PolScience
1989,Physics
1989,PolScience
1989,PolScience
1989,Economics
1989,Physics
1989,ComputerScience
1989,Physics
1989,Physics
1989,Economics
1989,Medicine
1989,ComputerScience
1989,Biology
1989,Medicine
1989,Physics
1989,PolScience
1989,Physics
1989,Biology
1989,Literature
1989,Physics
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,Physics
1989,Economics
1989,Economics
1989,PolScience
1989,Physics
1989,Physics
1989,ComputerScience
1989,Medicine
1989,Economics
1989,Medicine
1989,ComputerScience
1989,Economics
1989,PolScience
1989,Physics
1989,Physics
1989,PolScience
1989,Physics
1989,Medicine
1989,Physics
1989,Economics
1989,ComputerScience
1989,Economics
1989,Physics
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,Biology
1989,Physics
1989,Medicine
1989,ComputerScience
1989,Economics
1989,Economics
1989,Literature
1989,Biology
1989,Biology
1989,ComputerScience
1989,Medicine
1989,Physics
1989,Physics
1989,Physics
1989,Medicine
1989,Literature
1989,PolScience
1989,Literature
1989,Medicine
1989,Medicine
1989,Medicine
1989,PolScience
1989,Economics
1989,Physics
1989,Economics
1989,Economics
1989,Medicine
1989,Physics
1989,Medicine
1989,Physics
1989,Economics
1989,Economics
1989,Literature
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,ComputerScience
1989,PolScience
1989,PolScience
1989,Literature
1989,PolScience
1989,Medicine
1989,Medicine
1989,Economics
1989,ComputerScience
1989,Physics
1989,PolScience
1989,Physics
1989,PolScience
1989,Physics
1989,PolScience
1989,Medicine
1989,Economics
1989,ComputerScience
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,Economics
1989,Physics
1989,Physics
1989,PolScience
1989,Physics
1989,Biology
1989,PolScience
1989,PolScience
1989,Physics
1989,Physics
1989,Economics
1989,Physics
1989,Medicine
1989,PolScience
1989,ComputerScience
1989,ComputerScience
1989,PolScience
1989,Medicine
1989,Physics
1989,Economics
1989,PolScience
1989,PolScience
1989,ComputerScience
1989,Physics
1989,Economics
1989,Medicine
1989,Medicine
1989,Economics
1989,Medicine
1989,PolScience
1989,Literature
1989,Medicine
1989,PolScience
1989,PolScience
1989,Medicine
1989,ComputerScience
1989,ComputerScience
1989,Physics
1989,ComputerScience
1989,Economics
1989,Physics
1989,ComputerScience
1989,Physics
1989,ComputerScience
1989,Medicine
1989,Physics
1989,Medicine
1989,ComputerScience
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,Medicine
1989,Medicine
1989,Physics
1989,Physics
1989,ComputerScience
1989,ComputerScience
1989,Economics
1989,Medicine
1989,Physics
1989,Medicine
1989,Economics
1989,Medicine
1989,Biology
1989,Economics
1989,Medicine
1989,Medicine
1989,PolScience
1989,Medicine
1989,Physics
1989,Physics
1989,ComputerScience
1989,Literature
1989,Physics
1989,Medicine
1989,Biology
1989,Medicine
1989,Economics
1989,Medicine
1989,Biology
1989,ComputerScience
1989,PolScience
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,Medicine
1989,Biology
1989,ComputerScience
1989,Medicine
1989,Literature
1989,Physics
1989,PolScience
1989,ComputerScience
1989,Physics
1989,Physics
1989,Economics
1989,Economics
1989,Physics
1989,PolScience
1989,Physics
1989,Physics
1989,Medicine
1989,Economics
1989,Physics
1989,Medicine
1989,Physics
1989,Medicine
1989,Biology
1989,Physics
1989,Physics
1989,Medicine
1989,Physics
1989,Literature
1989,Physics
1989,Physics
1989,ComputerScience
1989,Biology
1989,Biology
1989,Medicine
1989,Economics
1989,Physics
1989,PolScience
1989,PolScience
1989,PolScience
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,Physics
1989,PolScience
1989,Physics
1989,Medicine
1989,Physics
1989,PolScience
1989,ComputerScience
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,Economics
1989,PolScience
1989,Economics
1989,Economics
1989,Physics
1989,PolScience
1989,ComputerScience
1989,Physics
1989,Physics
1989,Economics
1989,Medicine
1989,Medicine
1989,Economics
1989,Literature
1989,Physics
1989,Medicine
1989,Medicine
1989,PolScience
1989,Physics
1989,ComputerScience
1989,PolScience
1989,Physics
1989,PolScience
1989,PolScience
1989,Medicine
1989,Physics
1989,Economics
1989,Medicine
1989,Physics
1989,Medicine
1989,PolScience
1989,Biology
1989,PolScience
1989,Medicine
1989,Biology
1989,Medicine
1989,ComputerScience
1989,Economics
1989,ComputerScience
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,Physics
1989,PolScience
1989,Economics
1989,Biology
1989,Medicine
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,Medicine
1989,ComputerScience
1989,Economics
1989,Medicine
1989,Economics
1989,Economics
1989,Medicine
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,Economics
1989,Biology
1989,Medicine
1989,Physics
1989,Medicine
1989,Economics
1989,ComputerScience
1989,Economics
1989,Physics
1989,Medicine
1989,Physics
1989,ComputerScience
1989,Literature
1989,PolScience
1989,Physics
1989,PolScience
1989,Biology
1989,PolScience
1989,Economics
1989,Physics
1989,Economics
1989,Physics
1989,Medicine
1989,Medicine
1989,Physics
1989,PolScience
1989,Physics
1989,PolScience
1989,Physics
1989,Medicine
1989,Biology
1989,Economics
1989,Medicine
1989,Medicine
1989,PolScience
1989,ComputerScience
1989,Medicine
1989,Literature
1989,Medicine
1989,Economics
1989,Economics
1989,Physics
1989,ComputerScience
1989,ComputerScience
1989,Economics
1989,Medicine
1989,ComputerScience
1989,Physics
1989,Medicine
1989,Medicine
1989,PolScience
1989,Medicine
1989,Economics
1989,Biology
1989,ComputerScience
1989,Economics
1989,ComputerScience
1989,Medicine
1989,ComputerScience
1989,Physics
1989,Physics
1989,PolScience
1989,Physics
1989,Medicine
1989,PolScience
1989,Medicine
1989,Biology
1989,ComputerScience
1989,PolScience
1989,Medicine
1989,Economics
1989,Biology
1989,PolScience
1989,PolScience
1989,Medicine
1989,PolScience
1989,Physics
1989,PolScience
1989,Physics
1989,Physics
1989,Economics
1989,Biology
1989,Economics
1989,PolScience
1989,Physics
1989,Biology
1989,Biology
1989,Physics
1989,Medicine
1989,Physics
1989,Medicine
1989,PolScience
1989,Biology
1989,Economics
1989,Physics
1989,ComputerScience
1989,ComputerScience
1989,Biology
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,Economics
1989,Medicine
1989,Economics
1989,PolScience
1989,Physics
1989,Physics
1989,Medicine
1989,Medicine
1989,Medicine
1989,Physics
1989,Medicine
1989,PolScience
1989,Physics
1989,Medicine
1989,Economics
1989,ComputerScience
1989,PolScience
1989,PolScience
1989,ComputerScience
1989,Economics
1989,Medicine
1989,ComputerScience
1989,Economics
1989,ComputerScience
1989,ComputerScience
1989,ComputerScience
1989,ComputerScience
1989,Physics
1989,PolScience
1989,Medicine
1989,PolScience
1989,Medicine
1989,Economics
1989,Physics
1989,Economics
1989,Literature
1989,Physics
1989,Medicine
1989,Medicine
1989,Medicine
1989,Medicine
1989,Medicine
1989,PolScience
1989,Medicine
1989,PolScience
1989,PolScience
1989,Biology
1989,Physics
1989,Literature
1989,PolScience
1989,ComputerScience
1989,Biology
1989,Economics
1989,Medicine
1989,Physics
1989,Physics
1989,Economics
1989,Physics
1989,Economics
1989,Economics
1989,Biology
1989,ComputerScience
1989,PolScience
1989,Biology
1989,ComputerScience
1989,Biology
1989,PolScience
1989,Physics
1989,Biology
1989,Biology
1989,Medicine
1989,PolScience
1989,Medicine
1989,ComputerScience
1989,ComputerScience
1989,Physics
1989,Economics
1989,PolScience
1989,Physics
1989,ComputerScience
1989,Medicine
1989,Economics
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,PolScience
1989,Physics
1989,Economics
1989,Economics
1989,Medicine
1989,Biology
1989,Physics
1989,PolScience
1989,Physics
1989,Economics
1989,Economics
1989,Physics
1989,Biology
1989,Economics
1989,Physics
1989,Medicine
1989,PolScience
1989,Medicine
1989,Physics
1989,Biology
1989,PolScience
1989,Physics
1989,Physics
1989,Physics
1989,Medicine
1989,Economics
1989,Medicine
1989,Economics
1989,PolScience
1989,Physics
1989,ComputerScience
1989,Economics
1989,Medicine
1989,ComputerScience
1989,Economics
1989,Physics
1989,Physics
1989,Physics
1989,Physics
1989,Medicine
1989,Economics
1989,ComputerScience
1989,Physics
1989,Medicine
1989,Biology
1989,Physics
1989,Economics
1989,Medicine
1989,Physics
1989,Physics
1989,PolScience
1989,Biology
1989,Physics
1989,Biology
1989,Economics
1989,Medicine
1989,Physics
1989,PolScience
1989,PolScience
1989,ComputerScience
1989,Medicine
1989,Medicine
1989,Economics
1989,Medicine
1989,ComputerScience
1989,Medicine
1989,ComputerScience
1989,Physics
1989,ComputerScience
1989,ComputerScience
1989,ComputerScience
1989,Biology
1989,PolScience
1989,Medicine
1989,Literature
1989,Medicine
1989,Physics
1989,Physics
1989,Physics
1989,ComputerScience
1989,Literature
1989,ComputerScience
1989,Physics
1989,Physics
1989,Physics
1989,Physics
1989,Economics
1989,Physics
1989,Medicine
1989,Medicine
1989,PolScience
1989,Physics
1989,Medicine
1989,Physics
1989,PolScience
1989,Physics
1989,PolScience
1989,Economics
1989,Literature
1989,PolScience
1989,Physics
1989,Physics
1989,Biology
1989,Physics
1989,Economics
1989,PolScience
1989,Physics
1989,ComputerScience
1989,Biology
1989,Medicine
1989,PolScience
1989,ComputerScience
1989,PolScience
1989,PolScience
1989,Medicine
1989,Biology
1989,PolScience
1989,ComputerScience
1989,ComputerScience
1989,Medicine
1989,Economics
1989,Medicine
1989,Medicine
1989,Biology
1989,PolScience
1989,PolScience
1989,Medicine
1989,PolScience
1989,Medicine
1989,Economics
1989,PolScience
1989,Physics
1989,Physics
1989,Biology
1989,Economics
1989,PolScience
1989,PolScience
1989,Medicine
1989,PolScience
1989,Biology
1989,PolScience
1989,Medicine
1989,Medicine
1989,Physics
1989,PolScience
1989,Economics
1989,Physics
